image_id,split,retina_area_px,AVR,CRAE,CRVE,VD,AD,VeD,TI,CI,FD,ATI,VTI,AFD,VFD,JUNC,VLEN,AWID,AWID_SD,VWID,VWID_SD,WID,WID_SD,ADV_RATIO,LA,HA,EA,MAC,HE_COUNT,EX_COUNT,CTW_A,MA_A,LA_RET,HA_RET,EA_RET
64b9206afb3f,train,257982.0,0.6166617152265583,23.87696332933265,38.71971088810074,5.813196269507175,1.284585746292377,4.528610523214798,0.9269812104457092,79.35596605092361,1.1673274392785102,1.0644002897775875,1.0434983894999017,0.8586107275383763,1.095287005063546,696,4006.0,3.2423553466796875,2.018256902694702,4.0646562576293945,3.141889333724976,3.848668336868286,2.924143552780152,0.2836600188307798,0,0,0,0,0,0,0,0,0.0,0.0,0.0
64c6c6ee0d98,train,260790.0,0.3443612531077721,9.59236815312726,27.85553852693529,7.032861689481958,0.8711990490432915,6.161662640438667,1.0074645020412916,80.12469586374696,1.3108173875781446,0.8249579113843055,1.022637637079789,0.7934776193974377,1.2796043204645575,1067,6576.0,2.61278772354126,0.9208161234855652,2.9954214096069336,1.8368394374847408,2.95389723777771,1.755029320716858,0.1413902545273508,184,0,0,0,0,0,0,184,0.2001174602484066,0.0,0.0
64eb5a79dfdd,train,227651.0,0.7490651398758578,11.07229570113631,14.781485763669789,4.968131042692543,1.585321391076692,3.3828096516158506,1.059952470394781,80.44651619234544,1.2125258376545196,1.0412661975295496,0.922721569239401,0.8994225191231063,1.158915398511546,476,4076.0,3.20714807510376,1.2117217779159546,2.74224591255188,1.3176029920578003,2.8654379844665527,1.298694372177124,0.4686404363069731,16642,13526,0,0,2,0,0,3116,2.0104909889122182,1.6340524646092216,0.0
64fedbf97473,train,206203.0,0.5743798724279772,12.586703076425124,21.91355178101823,6.154129668336542,1.048966309898498,5.105163358438044,0.9707253433941512,80.29282576866764,1.2011437550543325,0.8731282501307986,1.0853626716970757,0.851055702770509,1.1474583236809814,588,3415.0,2.977186679840088,1.1160823106765747,3.916516065597534,2.181470394134521,3.6890382766723633,2.0327367782592773,0.2054716443431177,489290,122538,360139,0,9,2,0,6613,19.67434731139905,4.92725208126922,14.481186548631571
650104ede84c,train,260177.0,0.7616603111770269,23.893469828584667,31.3702440286813,5.763384157708022,1.1515237703563344,4.611860387351688,1.0568628574113044,68.4640522875817,1.229175680200716,1.116312611302876,1.0228166239135177,0.7838802659314398,1.1863764457612682,786,4896.0,3.212172269821167,2.2868199348449707,3.089082717895508,2.288252592086792,3.111079692840576,2.2836155891418457,0.249687473956163,214,0,214,0,0,1,210,0,0.0245577313246486,0.0,0.0245577313246486
6504b703c429,train,259411.0,0.5542142149365268,29.66205830856501,53.520926582444574,7.713242692098639,1.2154457598174326,6.497796932281206,0.848528137423857,77.8916060806345,1.2812972831646574,1.1766968108291045,0.9494898001508189,0.8065103025271456,1.2364408062348349,1237,6052.0,3.1320366859436035,2.4127745628356934,3.6017158031463623,3.378079891204834,3.522303342819214,3.2334437370300293,0.1870550545799715,10,0,0,2,0,0,0,10,0.0011440652757883,0.0,0.0
6531070bf03c,train,255838.0,0.541448382769663,22.69314967439906,41.91193546154321,8.07425011139862,1.3766524128550095,6.69759769854361,1.025229189260113,83.58624961288325,1.3034447117538297,1.0459527207369814,1.1141720290623112,0.835223771824124,1.258693267335531,1015,6458.0,3.184022188186645,2.00280237197876,3.3934662342071533,2.614903450012207,3.3517487049102783,2.518399715423584,0.2055442077618908,204751,109524,64584,8,37,40,41405,30643,4.003526605772949,2.1415389813513803,1.262820510313699
653534ded339,train,259537.0,0.5376198239254426,25.479124684743574,47.3924575524526,8.124853103796376,1.7442599706400244,6.380593133156352,0.8629109946080097,82.1172638436482,1.2872452146907585,0.8762302154233782,0.99399977804948,0.9239000262823056,1.2193096650219484,1247,6140.0,3.030163288116455,1.913470983505249,3.817647933959961,3.446146249771118,3.6267359256744394,3.1592280864715576,0.2733695652173913,5678,259,5106,7,2,51,0,313,0.6499534684598576,0.0296474019603915,0.5844773529334331
655cafb4c932,train,259125.0,0.5976911095289174,26.07291240760879,43.62272082005486,6.836854799807043,1.1110467920887603,5.725808007718283,1.116312611302876,80.49658832448824,1.2508106021268617,1.0932163332202425,1.116312611302876,0.7956693532149474,1.2131858728588658,617,5276.0,3.956665515899658,2.9286506175994877,3.4762370586395264,3.0295956134796143,3.535168409347534,3.0082058906555176,0.1940419222214733,25679,5049,19082,5,6,41,0,1548,0.7354514281000929,0.1446043171648962,0.5465120974728755
658ad9f09f5d,train,223625.0,0.9936708873380836,32.0155965033763,32.21951745928872,7.352040245947457,1.2458356623812186,6.106204583566238,1.04938019320032,76.81676326348641,1.230411273770377,1.0424933826313665,1.1269662629557038,0.7233965939170743,1.205226092064842,893,4486.0,4.572544574737549,3.847168445587158,3.651540517807007,2.800286054611206,3.737320899963379,2.9390885829925537,0.2040278286341999,0,0,0,0,0,0,0,0,0.0,0.0,0.0
65a7fe9482fe,train,259688.0,0.8188144504903103,24.35687047694172,29.7465078472378,6.457364221681402,1.5245217337728352,4.932842487908567,1.1099228814146425,73.73865698729583,1.2658082735886491,1.0,1.1141720290623112,0.8725115080448648,1.2020029493110238,921,5510.0,3.255943536758423,2.35178017616272,3.095366716384888,2.178638458251953,3.129615306854248,2.215953826904297,0.3090554254488681,94,0,94,0,0,1,55,0,0.0107831058556853,0.0,0.0107831058556853
65c958379680,train,232844.0,0.8296042971684745,19.458458539146847,23.4551081829742,6.962172098057068,1.5486763670096717,5.413495731047396,,81.06119287374129,1.2838120455092887,0.994277652880786,1.0210274598354652,0.9181252610161856,1.220153769689529,746,5164.0,3.150552034378052,1.434112787246704,3.270659923553467,2.03749680519104,3.2246241569519043,1.9130568504333496,0.2860769535898453,63237,14257,46397,2,13,96,0,2583,2.786374844239368,0.6281978296617593,2.0443638004360416
65e120143825,train,261133.0,0.9950207793895044,20.79450353777431,20.898562088856867,8.748032611734251,1.6378626983184814,7.110169913415769,0.807207352795575,81.95737015911138,1.3204767640656745,,1.0277777777777777,0.888565614420282,1.2602976542066942,1148,6662.0,3.256703615188598,1.851817607879639,3.4862160682678223,1.945669651031494,3.4241528511047363,1.9249048233032229,0.2303549307911886,86817,77038,3148,5,36,9,1309,6631,2.487928173708207,2.2076898608122013,0.0902127220571251
65e51e18242b,train,260591.0,0.802603499283837,24.93081985503943,31.062436031346984,7.883618390504661,0.9512991622887974,6.932319228215863,0.8911316013304215,80.01126126126127,1.3351811894986942,1.1,1.0211265965060383,0.7823542089579905,1.301704668267315,1297,7104.0,2.8048415184021,1.7899055480957031,3.0390870571136475,1.890857815742493,3.005953788757324,1.875265121459961,0.137226681428176,18033,13554,929,2,6,5,0,3550,0.5170238258730959,0.3886064956404338,0.0266353426626798
65e530ee2e79,train,260693.0,0.9634449002448526,17.21341438035918,17.86652705928955,7.769291849033154,0.7990241395050883,6.970267709528065,1.0208174657299447,79.20153656194266,1.3423878502608038,,0.9623375867091472,0.768506827276832,1.3159858319413438,1356,7289.0,3.0844197273254395,1.558742642402649,2.871431589126587,1.4592602252960205,2.8882086277008057,1.4647594690322876,0.114633206758021,6747,3185,1917,16,16,30,0,1645,0.6023010094589915,0.2843232125577127,0.1711295442615809
65f5d2a6eb7e,train,260769.0,0.4190950817465602,21.805913081018225,52.03094483987512,7.317971077850511,1.2509155612822076,6.067055516568304,,82.43217605767407,1.2450680242724983,1.0277402395547233,,0.7922349083204807,1.1971583288128362,1031,5271.0,3.3374149799346924,2.1022536754608154,3.9096529483795166,3.779110193252564,3.803666591644287,3.555687427520752,0.2061816572909424,39,0,0,1,0,0,0,39,0.0044683673960417,0.0,0.0
65f69234c8a7,train,258683.0,0.778281912778759,27.59269537867061,35.45334270991127,7.38587383013186,1.4770974513207284,5.908776378811131,1.074905694755672,78.72785829307568,1.2981236753114478,1.1043152607484654,1.0386530789627717,0.879326695865486,1.2520318706430993,1238,6210.0,3.3045239448547363,2.2615115642547607,3.1940810680389404,2.357107162475586,3.2022273540496826,2.3317997455596924,0.2499836440955185,9,0,0,2,0,0,0,9,0.0010327283075419,0.0,0.0
6630f8675a97,train,241145.0,0.5851992142649092,14.075264522524131,24.05209060337616,3.879823342802049,0.8708453420141409,3.008978000787908,0.8826580040993854,73.69891721969961,1.1061408148462366,0.9167878707749136,,0.8269646825027448,1.053596179253497,397,2863.0,2.7797982692718506,1.300771713256836,3.4822030067443848,1.9202826023101809,3.2922632694244385,1.8012596368789673,0.2894156560088202,207285,139968,62026,1,20,31,0,5291,2.546858898598561,1.7197517732544243,0.7620979330123953
66366a90d1ef,train,262112.0,0.506638500607294,13.935958909610822,27.50671118145613,7.696709803442803,1.0312385545110487,6.6654712489317545,0.9874906155171372,84.87256782680187,1.3265391130461155,1.046433287139887,1.049116135628588,0.8311576335561005,1.291745807518219,1348,7298.0,2.939136028289795,1.2293590307235718,2.937466621398926,1.825488924980164,2.941610336303711,1.7574375867843628,0.1547135252704481,0,0,0,0,0,0,0,0,0.0,0.0,0.0
66393d8c60ba,train,260375.0,1.364078739550968,29.248186058985578,21.44171389154089,7.088622179548728,1.3611137782045126,5.727508401344215,0.8081220356417685,77.17761557177616,1.2885170419716503,0.9169928638810442,1.09782908876086,0.7791551521544675,1.2555287886678326,1245,6165.0,3.862786769866944,3.1247713565826416,2.930595874786377,1.5872831344604492,3.038516998291016,1.8682849407196045,0.2376450077113927,0,0,0,0,0,0,0,0,0.0,0.0,0.0
663a923d5398,train,244509.0,0.4962067709186346,10.600191446206452,21.36244821202695,5.69467790551677,1.04127046448188,4.65340744103489,0.9707253433941512,76.6523429506855,1.2360893248879758,0.8912318970359479,0.9975101914286596,0.8637479004592855,1.192290393591378,764,4887.0,2.665010929107666,0.9298911094665528,3.0651354789733887,1.6572678089141846,2.9800515174865723,1.546221137046814,0.2237651608367024,9185,798,7714,1,3,34,0,673,0.2613228770041274,0.022703936401665,0.2194713852160956
66460ecab347,train,220271.0,1.31146321130456,31.025602006539085,23.65724157498615,8.056893553849577,2.5654761634532006,5.491417390396375,0.9556770313572628,88.4695579649708,1.2639769916192063,1.1067971810589328,0.9576087541200412,0.9135885410672564,1.1861803727867315,1088,4796.0,4.31919527053833,3.086863279342652,3.574614286422729,2.342320442199707,3.716123342514038,2.5412654876708984,0.4671792328042328,5024,0,5024,0,0,0,5024,0,0.3383707287767332,0.0,0.3383707287767332
664b1f9a2087,train,253221.0,1.1130375583336651,21.92713215451084,19.700262574551456,6.124689500475869,1.2254117944404297,4.89927770603544,,84.8151487826871,1.2685827828534244,0.973417168333576,,0.8679493288812017,1.223483744401907,1017,5545.0,3.1891098022460938,1.715983748435974,2.916745185852051,1.4990984201431274,2.95503830909729,1.534797430038452,0.2501209092374657,178830,53051,115623,7,26,95,47849,10156,3.4969335590445585,1.0373864689418604,2.260951456117033
6653ad026901,train,257513.0,0.7418371956159582,21.20653901124693,28.586513505350503,9.232931929650151,0.831802666273159,8.401129263376994,1.0532249528879896,81.3137922009945,1.356967693180659,1.1028219331407116,1.0320985795231017,0.7311795152304114,1.330163878282031,1546,7642.0,3.1327226161956787,2.117371082305908,3.2551090717315674,2.0696258544921875,3.2349836826324463,2.0683460235595703,0.0990108163076638,0,0,0,0,0,0,0,0,0.0,0.0,0.0
66a0bf258013,train,251733.0,0.902299088325594,15.477801630202416,17.15373741419238,4.372092653724383,0.7599321503338855,3.612160503390497,1.116312611302876,77.24974721941355,1.1054609971055656,1.094540909230988,1.116312611302876,0.8364158241915645,1.044080281168243,448,2967.0,3.05318284034729,1.4141039848327637,3.749633312225342,2.0820138454437256,3.5937891006469727,1.9781855344772337,0.2103816122291872,68533,63703,2311,3,51,12,5,2519,1.964099787836068,1.8256759339956088,0.0662313718892964
66b88a4bc474,train,221011.0,0.7128666442344394,26.76609354981924,37.54712577211947,7.818615363036229,2.0279533597875217,5.790662003248707,0.9775202595249431,81.95251937984496,1.2152828841626238,1.0248972458938916,1.1028441608420785,0.8735091683114481,1.1579535057075274,819,4128.0,4.380319118499756,3.184757232666016,4.399653434753418,3.9462156295776367,4.343876838684082,3.768472194671631,0.3502109704641349,0,0,0,0,0,0,0,0,0.0,0.0,0.0
66bae1ba227f,train,217543.0,0.4063222738283198,21.21897688503453,52.2220371655038,5.357561493589773,1.4029410277508354,3.9546204658389374,0.7927472963448496,87.22323049001815,1.1275648222304409,0.7927472963448496,0.993653222106306,0.9579487657975292,1.036112745896906,274,2755.0,3.098352670669556,1.3099617958068848,4.981112957000732,4.694562911987305,4.348320007324219,3.992488861083984,0.354759967453214,103973,78153,21096,1,12,8,12060,4724,1.1891677118429085,0.8938572916397414,0.2412807368166543
66bfec8d6bcd,train,260035.0,0.5842896036018053,27.46588671573765,47.0073171701609,8.537312284884727,1.0356298190628184,7.501682465821909,1.100449473074418,79.62584499292564,1.3008305348014002,1.1067971810589328,,0.7765541169386433,1.269959928375888,1135,6361.0,3.6713130474090576,2.679027557373047,3.6650230884552,3.393852710723877,3.658813238143921,3.314649105072021,0.1380530066130107,57,0,0,2,0,0,0,57,0.0065298753252049,0.0,0.0
6735931000ec,train,248182.0,0.7305477418116688,23.47491472854577,32.133306812133675,8.095268794674876,1.080658548968096,7.01461024570678,1.051082185473025,80.92485549132948,1.3239437457229026,1.0511766624552734,1.139927354891879,0.7861705522318444,1.2888174934425554,1417,6747.0,3.064839124679565,1.863681077957153,3.114917755126953,2.0264689922332764,3.1010870933532715,2.0013155937194824,0.1540582457349646,96839,19696,65068,6,17,48,34113,12075,1.8944811613187715,0.3853168759831732,1.2729385909054185
674057ab250c,train,261019.0,0.4882576089825117,18.168727955296177,37.21135650739432,6.684187741122294,1.1872698922300675,5.496917848892227,1.0846522890932808,77.96281325788198,1.2886532691347026,0.953998092005724,1.020536074120779,0.8618992790344105,1.2397352829582344,1026,6185.0,2.995392322540283,1.5757334232330322,3.019155263900757,2.0536835193634038,3.010245084762573,1.977190971374512,0.2159882910510175,80038,43554,29359,6,34,107,6206,7125,2.0743482187864863,1.128790853357488,0.7608984401828188
675de69373f8,train,225158.0,0.5358973239845107,19.016718088561664,35.48574929833259,9.066966308103645,0.4721129162632462,8.594853391840397,0.9761251803399704,83.71906139504982,1.337449146484828,0.9580433317422292,0.9012626521891643,0.5634558866607546,1.3356287210907392,1245,6222.0,4.669594764709473,2.9020702838897705,3.355609893798828,2.6947989463806152,3.393280029296875,2.709037065505981,0.0549297230260438,0,0,0,0,0,0,0,0,0.0,0.0,0.0
677f087cd697,train,255845.0,0.5087995359220805,13.413598844593302,26.363229322299368,7.081631456545956,1.13232621313686,5.949305243409095,1.0139472536885397,82.19221105527639,1.3045147794789904,0.8898206684033634,0.9965315746768916,0.8483478590656864,1.260237691138706,1097,6368.0,3.0223195552825928,1.2498626708984375,3.0286307334899902,1.7603565454483032,3.0104262828826904,1.6869546175003052,0.1903291505157348,7296,771,6014,2,2,10,3136,511,0.2091555430949,0.0221023744142225,0.1724042538613937
67844c46bc61,train,257917.0,0.8681671702822473,23.769503821352806,27.378948012541372,8.007614852840256,1.3636169775547948,6.64399787528546,0.9165944247467754,81.33624812132805,1.3413126213982498,0.9,1.0950762054848675,0.808940918143206,1.3032925500614878,1232,7319.0,4.078329086303711,2.979249954223633,2.8432364463806152,1.633751392364502,2.973642587661743,1.8603569269180296,0.2052404295051354,255365,26805,217364,8,28,153,0,11196,5.000007831939118,0.5248378201207216,4.255954035915706
67c03349bb31,train,259356.0,0.7624559357738628,21.77876304272156,28.56396287428332,7.446906954147966,1.334844769351779,6.112062184796187,1.2363291247461563,78.22997416020672,1.2910849485066922,0.9925397398266405,1.294802473347796,0.8468426888988965,1.2420661735549892,1227,6192.0,3.130035877227783,1.7286945581436155,3.25130558013916,2.190194129943848,3.222069501876831,2.1174612045288086,0.2183951551854655,8175,2114,5605,12,7,24,4404,456,0.937522577951992,0.2424370311670349,0.6427907094092862
67d8f94f04e0,train,221654.0,1.0563033965165842,25.6069196801637,24.24201206264101,7.241466429660642,1.5190341703736454,5.722432259286997,0.9786229501249288,79.21896792189679,1.2702393617252024,0.9091372900969896,1.099375492193159,0.7865261202836584,1.2461828950515943,932,5019.0,4.087650775909424,2.887540102005005,3.052617073059082,1.844496726989746,3.189976215362549,2.046916007995605,0.2654525386313466,0,0,0,0,0,0,0,0,0.0,0.0,0.0
67f5d89da548,train,255615.0,0.3348681965898496,13.48365604308112,40.265561735610426,6.222639516460301,1.091876454824639,5.130763061635663,0.9761251803399704,78.86226378336255,1.2429074306741557,0.9222879779307008,0.9775450054169856,0.8456944712663914,1.197096921997287,1044,5133.0,3.0971930027008057,1.3894115686416626,3.234128475189209,2.470282554626465,3.1828670501708984,2.3027076721191406,0.2128097598170034,12026,7015,3411,3,2,6,0,1600,0.3448479554869135,0.2011565281673622,0.0978111072813788
6810410187a0,train,255984.0,0.6317147324609801,29.137788212144795,46.12491479917256,7.038330520657541,1.4301675104694045,5.608163010188137,1.0204556119022563,77.59740259740259,1.2894780595635331,0.8882176431559488,1.0434435105542048,0.8299579409788655,1.24960206258486,885,6160.0,3.911561727523804,3.097114562988281,3.003488302230835,2.5741326808929443,3.13042950630188,2.6671602725982666,0.2550153246029534,46460,11966,15538,9,10,20,10406,18956,0.9087207066662858,0.2340454579416439,0.3039109414589055
682312e82ee3,train,262144.0,0.8644740261717221,27.114023029503365,31.364763091352085,9.408950805664062,0.7373809814453125,8.67156982421875,1.2318653100810064,83.86008323023282,1.383272605235532,1.0515712281065748,1.033678831261598,0.7843611322774707,1.3622600753064538,1441,8891.0,2.9609546661376958,2.2634756565093994,2.991085767745972,1.930341362953186,2.984093427658081,1.9504098892211916,0.0850343128629245,76,0,76,0,0,1,0,0,0.0038169875028815,0.0,0.0038169875028815
683023cda6a5,train,212376.0,0.4051944756366659,19.46062490781395,48.02786335434669,6.95135043507741,0.9699777752665084,5.981372659810901,1.0666666666666669,87.62045959970348,1.2288575727309612,0.84,,0.7780879509483131,1.1965970717304415,719,4047.0,3.417100667953491,1.9674649238586424,4.026455402374268,4.2205586433410645,3.9552507400512695,3.995243549346924,0.1621664173817208,0,0,0,0,0,0,0,0,0.0,0.0,0.0
68332fdcaa70,train,261483.0,0.3577080990984169,19.918322544822896,55.68317461926612,6.611137244103823,1.5763931115980772,5.034744132505746,0.9847982464479192,80.8883455582722,1.2359556936007636,0.8483528760076688,0.9525781165323818,0.9098756907488498,1.1550586947804458,978,4908.0,3.11088490486145,1.505396842956543,4.10547399520874,4.373664855957031,3.826849937438965,3.828224897384644,0.3131029244208128,15259,596,10902,4,4,20,0,3761,0.4373243852696284,0.017081416450665,0.3124523525925348
684dd88a0d49,train,259169.0,0.709646304744124,26.14172449712981,36.83768142293884,7.6671978515949055,1.0001196130710075,6.667078238523898,1.150792911137501,85.9504132231405,1.2297007024510644,1.0650014966747527,1.1181234404494202,0.881933288839211,1.204842597794733,662,4477.0,3.4743473529815674,1.986257076263428,4.596426486968994,3.853205680847168,4.424851417541504,3.650315999984741,0.1500086810579315,783,783,0,0,2,0,0,0,0.2005398954016688,0.2005398954016688,0.0
6852f4531591,train,257182.0,0.538095701340373,28.95126563225429,53.8031906966325,8.466766725509562,0.7523854702117566,7.714381255297805,1.0145515104291325,85.3453196347032,1.3179715395320706,1.0277777777777777,1.006020955488375,0.7263325854298054,1.2993783846429536,1514,7008.0,3.778212785720825,2.9577860832214355,3.404315948486328,3.171469688415528,3.4195902347564697,3.148115873336792,0.0975302419354838,96,29,0,2,1,0,0,67,0.0109988439756696,0.0033225674509835,0.0
686ed1dbae20,train,233436.0,0.5647739570125918,20.65414006450962,36.57063114907249,5.320944498706283,1.8925958292636955,3.428348669442588,1.0179731971185753,87.5559284116331,1.175976750965672,,1.0179731971185753,0.9632304530278868,1.1151722691604216,650,3576.0,3.328791618347168,1.5351113080978394,3.84363865852356,3.3048691749572754,3.6243977546691895,2.7823548316955566,0.5520429838810446,12687,0,11303,0,0,36,0,1384,0.5582076812404029,0.0,0.497313897774121
687759336b0d,train,262056.0,0.4272791452831562,13.651180690594927,31.949091925720698,10.198965106694752,0.8418048050798302,9.357160301614922,1.108253897436608,83.18846724613101,1.4068339278869315,,1.014401485491922,0.7792925780690209,1.3828862395010442,1751,9434.0,2.916225910186768,1.1702245473861694,3.1573727130889893,2.26811146736145,3.1432247161865234,2.2055444717407227,0.0899637045797479,135913,54084,79255,1,19,173,8635,2574,3.900850384407964,1.552269409036077,2.2747043860135028
6889bc64ab09,train,237865.0,0.4601677267646754,11.055657497866637,24.025277860305867,5.309314106741219,1.3007378134656211,4.008576293275597,1.094540909230988,81.52200340384148,1.2159432136895103,1.049344364594206,1.0988845115895125,0.901594552384915,1.1610079948423946,673,4113.0,2.879647254943848,1.058133840560913,3.18320369720459,1.7127190828323364,3.086642026901245,1.5730960369110107,0.324488725747247,106831,51458,52507,8,50,77,8593,2866,3.267562640696878,1.573908681609083,1.605993686992268
68987fb159ab,train,259904.0,0.5683844408459605,19.24433259339552,33.85795108105533,7.58857116473775,1.215833538537306,6.372737626200443,1.0604660788605758,74.29200755191944,1.293052019050168,0.8677218312746247,1.082519998137847,0.8640225246537817,1.2396697553662046,1217,6356.0,2.956974506378174,1.625752329826355,3.2848846912384038,2.4704394340515137,3.2154362201690674,2.344161033630371,0.1907866932319024,17,0,2,1,0,0,0,15,0.0019426528867821,0.0,0.0002285473984449
68ddb15a74de,train,258824.0,0.962477401691878,26.144341097253363,27.163589556799867,8.44280283126758,1.0404753809538527,7.402327450313726,0.9736449020657356,83.65320979483785,1.347263952193054,1.011928851253881,1.031044663118496,0.7228327309235522,1.3264597165329144,1427,7555.0,4.945416450500488,3.357948541641236,2.9519357681274414,1.7930988073349,3.075942277908325,1.9932564496994016,0.1405605720549089,8,0,0,1,0,0,0,8,0.00091732283916,0.0,0.0
691eeb59b4cb,train,258034.0,0.6429188919562612,24.33660127166948,37.85329934483421,7.582721656835921,0.7274235178309835,6.855298139004938,1.0195857032052136,80.87918844143867,1.309614752466026,0.9838699100999074,1.0094960344489223,0.7530595561548324,1.2805642745005623,1222,6506.0,2.84928297996521,1.9354207515716555,3.271366834640503,2.46315860748291,3.210671186447144,2.407046318054199,0.106111142517949,0,0,0,0,0,0,0,0,0.0,0.0,0.0
