image_id,dataset,split,label_6,retina_area_px,AVR,CRAE,CRVE,VD,AD,VeD,TI,CI,FD,ATI,VTI,AFD,VFD,JUNC,VLEN,AWID,AWID_SD,VWID,VWID_SD,WID,WID_SD,ADV_RATIO,LA,HA,EA,MAC,HE_COUNT,EX_COUNT,CTW_A,MA_A,LA_RET,HA_RET,EA_RET
007-0367-000,combined,train,0,259883.0,0.7987807473527473,13.415760446076964,16.79529769656863,6.827303055605792,1.831208659281292,4.9960943963245,1.1241042279015974,85.91573516766982,1.2610780383465248,1.0950662648814125,1.0866018628063197,0.931667955817379,1.169841048965403,909,5815.0,2.854001998901367,1.151227355003357,3.31518292427063,1.6669331789016724,3.1571052074432373,1.5399127006530762,0.36652803450400495,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-0395-000,combined,train,0,257377.0,0.4537559319224523,10.027171394861918,22.098160463443993,6.31291840374237,1.544427046705805,4.768491357036565,1.0416666666666667,87.42960579243766,1.2292671133852162,,1.0416666666666667,0.9011372673295598,1.1691774797525527,775,4972.0,3.0400583744049072,1.1130331754684448,3.543321371078491,1.8343759775161743,3.3836731910705566,1.6846460103988647,0.32388169151796625,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-0427-000,combined,train,0,260354.0,0.8177865196998894,19.86346608979596,24.28930486294325,9.26430936340521,1.4484125459950683,7.815896817410142,,87.8167641325536,1.2884146737589792,1.0370899457402696,,0.8752562552998989,1.238295449457516,1050,6156.0,3.7009522914886475,1.8130422830581665,4.038517951965332,2.4171946048736572,3.970651388168335,2.3265979290008545,0.18531623175586023,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-0457-000,combined,train,0,260984.0,0.6558026258639954,13.61045642333333,20.75389131814174,9.24999233669497,1.4590932777488275,7.790899058946143,0.9798925547708377,87.94299407239248,1.3529617415966373,1.0407636178045332,1.0807875397568218,0.8986639873216512,1.296077008710026,1669,7929.0,2.838742733001709,1.250619649887085,3.271306276321411,1.7667726278305054,3.1745519638061523,1.6906298398971558,0.187281758717356,73,0,73,0,0,1,0,0,0.036793056696588326,0.0,0.036793056696588326
007-0487-000,combined,train,0,261022.0,0.47967316685080785,10.094723330234176,21.04500319771676,9.587697588708998,0.6202542314440929,8.967443357264905,1.294349092065964,94.0986257073565,1.2865434493520096,0.9877295966495896,0.9688359998375495,0.8344864199847232,1.2645195337828274,862,6185.0,3.1234822273254395,1.138649821281433,4.17249870300293,2.276564598083496,4.067896842956543,2.2223894596099854,0.06916734310249072,8,8,0,0,1,0,0,0,0.007906232087442927,0.007906232087442927,0.0
007-0526-000,combined,train,0,258620.0,0.9843285428903801,18.114416639251765,18.40281557421939,7.139432371819658,0.9117624313664836,6.227669940453175,0.9428090415820635,79.30911043493825,1.2689116032244796,,0.9484035667938937,0.8115470109489578,1.2277303238123158,935,5587.0,2.8117830753326416,1.52610445022583,3.36501407623291,1.6596698760986328,3.2814276218414307,1.6526834964752197,0.14640506643486897,82,82,0,0,1,0,0,0,0.11222576539340606,0.11222576539340606,0.0
007-0537-000,combined,train,0,261425.0,0.4370683423167939,11.940702347989491,27.319989099861836,8.738643970546045,1.122310414076695,7.616333556469351,1.1174192577212105,88.01835486063902,1.267452036278168,1.150792911137501,1.0965190012785042,0.8173216096342832,1.2231971714752723,960,5884.0,3.2021639347076416,1.3003439903259277,3.994058847427368,2.215616464614868,3.860078811645508,2.1208243370056152,0.14735573301190297,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-0573-000,combined,train,0,261546.0,0.9380200284192852,16.88781242400001,18.003679998665586,8.268144035848378,1.941532273481529,6.326611762366849,1.150792911137501,91.2052640025678,1.2904367665278005,1.0722320311678908,1.1170631222354173,0.9351434817188867,1.2107709158644626,1070,6231.0,3.186896562576294,1.532881736755371,3.60131573677063,1.6916077136993408,3.4688315391540527,1.6570343971252441,0.3068834229769747,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-0614-000,combined,train,0,261617.0,0.2715446125428052,10.094723330234176,37.175192818980655,9.302147796205904,1.2009922902563672,8.101155505949537,0.9686174011644523,87.57305872529919,1.3287650442548764,0.953998092005724,1.1275540859429833,0.8846206128056554,1.2831341028848884,1373,7186.0,2.7719221115112305,1.0897760391235352,3.6375157833099365,2.225492477416992,3.4838309288024902,2.1053783893585205,0.14824950457676703,426,249,0,0,1,0,0,177,0.20577523161789568,0.12027707200200945,0.0
007-0637-000,combined,train,0,259244.0,0.42911488629054156,10.71946267093123,24.98040271591367,5.912190831803243,1.034546604743022,4.877644227060221,1.092970193979941,82.01592542241212,1.2301533984980508,1.0197759257106722,1.085033316215358,0.8424305413846918,1.170001405574432,1046,5149.0,2.5894131660461426,0.920647919178009,3.2407846450805664,1.8398343324661255,3.111543655395508,1.734641194343567,0.21209964412811388,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-0687-000,combined,train,0,258393.0,0.8337076189437266,14.002367652057286,16.79529769656863,5.686686558846408,1.6571656352919777,4.029520923554431,1.2611852501889314,86.4388391646325,1.1505069852098848,1.0113877544790222,1.2611852501889314,0.9116566590708968,1.062573651169735,323,3687.0,3.482036828994751,1.564185619354248,4.083201885223389,2.063098907470703,3.8766074180603027,1.9433690309524536,0.4112562427967729,5081,5081,0,0,4,0,0,0,2.5994955515422515,2.5994955515422515,0.0
007-0712-000,combined,train,0,260617.0,0.7774564228581498,13.975779415495074,17.976286521778487,9.965581677327267,1.2980734180809388,8.667508259246327,0.9647346802156892,92.12715389185978,1.3186146002453294,1.0178483804921528,1.0854532511020456,0.891007304218993,1.271524223368384,889,6732.0,2.9961695671081543,1.158700704574585,4.026562690734863,2.0256004333496094,3.8271193504333496,1.947651743888855,0.14976315905971935,154,0,154,0,0,3,0,0,0.07877681097146132,0.0,0.07877681097146132
007-0760-000,combined,train,0,261503.0,0.36779871609570486,12.629215041989774,34.33730051059647,10.100075333743781,0.8519978738293633,9.248077459914418,1.043620496997199,85.97473629378825,1.3482879050479597,0.9662823901213162,1.0577102316826377,0.8107612207742012,1.3180821805161118,1432,7679.0,2.7365946769714355,1.061414122581482,3.612717390060425,2.2671303749084473,3.5237038135528564,2.1916344165802,0.09212702613298047,203,0,0,0,0,0,0,203,0.09545753785385122,0.0,0.0
007-0790-000,combined,train,0,262142.0,0.26091852368283075,10.027171394861918,38.430277978465114,11.877150551990905,0.7827818510578236,11.094368700933082,1.052443544893648,92.01952249043661,1.3377196144435806,,1.0585197428340567,0.8808913118247927,1.3068411362276067,1458,7581.0,2.7228896617889404,0.9106963872909546,4.3906402587890625,2.733680009841919,4.197819709777832,2.64998722076416,0.07055668259808136,8,0,0,1,0,0,0,8,0.0038265977241310036,0.0,0.0
007-0809-000,combined,train,0,261870.0,0.8120352752925434,17.79685253955011,21.91635398245307,8.086455111314775,1.607286057967694,6.47916905334708,1.0279976511602633,85.76692768309535,1.2967721767456024,1.0504514628777804,0.9785980528415417,0.9322190855884378,1.2242526454509675,1207,6513.0,2.812082529067993,1.3380101919174194,3.4425134658813477,1.8816953897476196,3.254497528076172,1.7606691122055054,0.24806978251900752,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-0862-000,combined,train,0,259545.0,0.8245438873400259,13.679505487257158,16.59039099954663,8.148875917470958,1.3589165655281357,6.789959351942823,1.1573970819660988,87.01978093836848,1.2832663142212934,1.0588235294117647,1.0430715807866184,0.8752560925309915,1.2283940935912823,1047,6117.0,2.949321746826172,1.2262170314788818,3.593092679977417,1.7797199487686157,3.448065996170044,1.703287959098816,0.20013618566645858,186,28,0,1,1,0,0,158,0.09522590554204531,0.0143350825547165,0.0
007-0892-000,combined,train,0,212799.0,0.5190567703255904,14.586186875208542,28.10133247286037,5.79279037965404,1.0502868904459137,4.742503489208126,1.0125771081116912,91.78885630498533,1.1299830822141215,0.8408409924953906,1.0125771081116912,0.8628040318031253,1.093458969252828,336,2728.0,4.126703262329102,1.8902705907821655,4.513491153717041,3.017540454864502,4.395692348480225,2.849620819091797,0.22146254458977407,28994,26597,2397,0,3,2,0,0,17.84070491520835,16.36577321617564,1.4749316990327108
007-0942-000,combined,train,0,261604.0,0.3137850170012435,9.959161272411448,31.738804381383133,8.239170654882953,1.0141282243390775,7.225042430543875,1.1587633519651437,90.27645376549094,1.290013867383317,0.848528137423857,1.1618657081690185,0.842542595282884,1.2453191989103756,1128,6294.0,2.6361289024353027,0.8595472574234009,3.665616512298584,2.2432701587677,3.487973213195801,2.1144964694976807,0.14036294375958946,81,0,21,1,0,1,0,60,0.04082496673521229,0.0,0.010584250635055038
007-0983-000,combined,train,0,261039.0,0.5320310369204262,10.754494252186273,20.214035471383188,9.292481200127185,0.7768954064335214,8.515585793693663,1.034246929270147,89.3163058713596,1.3111755102443334,,1.0144251421868054,0.8043435719884525,1.2897810130868201,1108,6421.0,3.37555193901062,1.3896591663360596,3.8112733364105225,2.0035722255706787,3.7701404094696045,1.9579514265060425,0.09123217418687299,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-0998-000,combined,train,0,261863.0,0.2810241693615727,10.027171394861918,35.68081499054521,11.734380191168665,0.5006434662399805,11.233736724928685,1.0282943864753293,92.4628712871287,1.3620866849747715,1.019130320146575,,0.7848764907962557,1.3458752543264076,1424,8080.0,2.569042444229126,0.9187735319137573,3.9553067684173584,2.3354666233062744,3.8539979457855225,2.294149875640869,0.044566067240031274,77,0,0,0,0,0,0,77,0.03877042370534478,0.0,0.0
007-1033-000,combined,train,0,261602.0,0.25192519861513085,10.636013423015234,42.21893435624119,8.206359278598788,1.3868395501563444,6.819519728442443,0.9385442304095237,89.63652748573145,1.3025613438834773,0.9580433317422291,1.1637448609833028,0.9262267820626015,1.2520510747316385,1219,6658.0,2.5764224529266357,0.8894632458686829,3.606450319290161,2.481221914291382,3.3780763149261475,2.274237632751465,0.2033632286995516,141,0,0,0,0,0,0,141,0.071155699773412,0.0,0.0
007-1049-000,combined,train,0,261448.0,0.3417257452648135,12.401954465036349,36.29212793266631,9.526942260028763,1.222805299715431,8.304136960313333,,92.44288224956064,1.3131555797915448,1.0307764064044151,,0.9290663024601878,1.2741268631277127,990,6828.0,2.98012375831604,1.1679248809814453,3.899003744125366,2.5259714126586914,3.747124671936035,2.387955904006958,0.1472525447929621,100,0,0,0,0,0,0,100,0.05061932747161521,0.0,0.0
007-1085-000,combined,train,0,257351.0,0.9251124306710994,15.355573153610056,16.598602120685747,6.194263865304584,1.0569222579278883,5.137341607376696,1.1766968108291043,87.1844244758237,1.2150060289185254,1.0687057498186447,1.1766968108291043,0.8772605323006192,1.168424050446025,568,4674.0,3.214154005050659,1.5189204216003418,3.4871931076049805,1.631643533706665,3.4277937412261963,1.6179125308990479,0.2057333030784358,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-1123-000,combined,train,0,260972.0,0.6716837123506536,11.784394119805915,17.54455840318762,9.61789004184357,1.002023205554619,8.61586683628895,1.0509877084907764,88.89948242985562,1.3306528231890837,1.0769230769230769,0.9903751369442767,0.8624867025326789,1.2929657900325915,1930,7342.0,2.754638671875,0.9861531853675842,3.5935280323028564,1.7335823774337769,3.4657039642333984,1.6831637620925903,0.1162997553924839,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-1212-000,combined,train,0,258427.0,0.4879274462157301,16.588309675408656,33.99749246340689,9.234329230304883,1.6457258722966253,7.588603358008258,1.0689217999016927,88.4343920436317,1.292358537205413,1.0344827586206897,1.031044663118496,0.8902980955681297,1.2370064142107793,1185,6234.0,3.450498104095459,1.7663534879684448,3.9599742889404297,2.646775245666504,3.7874457836151123,2.496403694152832,0.2168680842384376,132,0,0,1,0,0,0,132,0.06676208924877476,0.0,0.0
007-1281-000,combined,train,0,251022.0,0.6044721608812682,10.027171394861918,16.588309675408656,4.683653225613691,1.3580482985555051,3.325604927058186,1.0320313742306721,84.55064622783289,1.1265503903820686,0.8919529754965996,1.0320313742306721,0.9381225253230687,1.0117649262065984,488,3327.0,2.8965330123901367,1.020483374595642,3.737774133682251,2.0605525970458984,3.4153645038604736,1.8072385787963867,0.4083612841399138,139,139,0,0,1,0,0,0,0.07087714288628044,0.07087714288628044,0.0
007-1322-000,combined,train,0,252481.0,0.4608994861330896,9.092772109281816,19.7283190432028,7.702757831282354,0.82382436698207,6.878933464300284,1.0073337379902374,81.64379030924425,1.2865818792178028,1.0075854437197567,0.9946687571994234,0.816328841699158,1.2467241347332367,1146,6047.0,2.612896680831909,0.8471125364303589,3.360590934753418,1.6429717540740967,3.261199712753296,1.5836323499679565,0.11976047904191617,134,0,0,3,0,0,0,134,0.06798579401319127,0.0,0.0
007-1366-000,combined,train,0,261925.0,0.3547628028004138,13.413598844593302,37.810048682414056,9.92955998854634,1.0995513983010403,8.8300085902453,1.0161290322580645,93.00083125519535,1.2801257775835961,1.0056022847309862,1.0259391429435276,0.9920313557113504,1.230547714948152,830,6015.0,2.9135684967041016,1.2289462089538574,4.613999366760254,3.223839044570923,4.326033115386963,3.0543363094329834,0.12452438602559668,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-1465-000,combined,train,0,261946.0,0.34188404287720553,10.18129159694374,29.779955540658428,7.145747596832935,1.1662709107984088,5.979476686034526,1.0286180789752701,82.32964857284277,1.2825204443823814,1.0277402395547233,1.116312611302876,0.8999208662955307,1.2205502353159312,1128,6061.0,2.6249048709869385,0.9423799514770508,3.4244608879089355,2.1510915756225586,3.2511844635009766,1.9917354583740234,0.19504564898167656,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-1528-000,combined,train,0,259277.0,0.6368371498006941,11.07229570113631,17.386384736822468,9.366816185006769,1.251942902764225,8.114873282242543,1.1113247657830427,88.39092091947376,1.3247049504519293,1.049344364594206,1.1127483974226768,0.8831836026354634,1.2771543083861248,1234,6917.0,2.8820743560791016,1.1139931678771973,3.5844240188598633,1.7968977689743042,3.4638137817382812,1.7236156463623047,0.15427756653992394,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-1574-000,combined,train,0,260072.0,0.482114662459305,12.629215041989774,26.195459348958916,9.86919007044203,1.586483742963487,8.282706327478545,1.018296569524837,92.85384259972278,1.3001518511651895,0.9535141263710722,1.058230201089842,0.95466634520907,1.2347002425973483,1235,6493.0,2.9150915145874023,1.0420881509780884,4.314199924468994,2.466073513031006,3.984912872314453,2.305501937866211,0.19154171115547095,61,0,0,0,0,0,0,61,0.02948982601002654,0.0,0.0
007-1595-000,combined,train,0,261020.0,0.40090189721713304,10.32889283216425,25.764140563720016,7.899394682399816,1.1665772737721247,6.7328174086276915,1.0666666666666667,88.75059837242699,1.2797292844230932,0.9893999796062456,1.1081249142313738,0.9032910120160629,1.22800554990873,911,6267.0,2.707646131515503,0.9030918478965759,3.506493091583252,1.9441566467285156,3.374864101409912,1.8266719579696655,0.17326732673267325,217,0,0,1,0,0,0,217,0.10938602681721948,0.0,0.0
007-1659-000,combined,train,0,261287.0,0.3464773437435556,10.094723330234176,29.13530570618136,4.899210446750125,0.20131120185849277,4.697899244891633,,92.02740579258798,1.1592095086840204,1.0,,0.7003795389186079,1.140524875419375,505,3211.0,3.020540475845337,1.2370637655258179,4.079499244689941,2.4492523670196533,4.017208576202393,2.4103732109069824,0.04285132382892057,359,0,0,3,0,0,0,359,0.17701645907911995,0.0,0.0
007-1732-000,combined,train,0,262141.0,0.47737359222081316,10.18129159694374,21.32772269529794,11.403405037746861,0.7137380264819315,10.68966701126493,1.0316819483960409,90.98139990210474,1.365148200566394,,0.9811087929616967,0.7838151883669984,1.3363735469496318,1508,8172.0,2.5891079902648926,0.871845006942749,3.8077337741851807,2.051246404647827,3.6890182495117188,2.0010972023010254,0.06676896724002569,120,0,0,3,0,0,0,120,0.055993392779652,0.0,0.0
007-1858-100,combined,train,0,261788.0,0.5712728069232067,10.61281386174142,18.57748825626851,9.289577826332758,1.3759225021773343,7.913655324155424,1.0700107835545756,87.18634001484781,1.3150166715618163,0.9263205431062713,0.9130817295312041,0.8940208403418871,1.2644240309018324,949,6735.0,3.157851219177246,1.1053740978240967,3.747328281402588,1.8013626337051392,3.6347899436950684,1.7206918001174927,0.1738668726166916,778,472,67,2,2,1,0,239,0.3745210174648104,0.2272158357884197,0.032253095334373136
007-2063-100,combined,train,0,251459.0,0.37812993336176554,12.474231117756544,32.989271721639035,11.391916773708637,0.897561829164993,10.494354944543643,1.118678491304463,88.85937936818563,1.3451108316859937,1.1766968108291043,1.1714285714285713,0.9002319538150874,1.317435911991429,1286,7154.0,2.8793601989746094,1.14423406124115,4.256875038146973,2.6879703998565674,4.105821132659912,2.6005468368530273,0.08552806093448027,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-2162-100,combined,train,0,260458.0,0.41684803301500956,10.474414336595189,25.127656860547148,8.819848113707392,0.8834437798032696,7.936404333904123,1.027207865692841,85.51779935275081,1.3361740844840404,,1.0256700989569443,0.8081146487339421,1.299598615961565,1592,7416.0,2.5931267738342285,0.8792099356651306,3.3083927631378174,1.7779074907302856,3.2143402099609375,1.7069603204727173,0.11131536935803783,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-2493-100,combined,train,0,211647.0,0.5041819858908486,11.44793730858325,22.705962586814113,3.958005546972081,0.48902181462529587,3.468983732346785,1.116312611302876,91.56378600823045,1.0967730787316274,0.9083748948804504,1.116312611302876,0.6855096939685604,1.0657109246640726,274,2430.0,3.644665479660034,1.5332273244857788,3.4596662521362305,1.9147858619689941,3.46250319480896,1.8711727857589722,0.14096976300735492,140,0,140,0,0,1,0,0,0.008223297777360087,0.0,0.008223297777360087
007-2871-100,combined,train,0,261393.0,0.3919202917843854,15.624088999985608,39.865476035574055,6.062518889182189,1.20584713439151,4.856671754790679,1.284259034217134,90.87014725568942,1.149235624588652,0.9690290713082155,1.284259034217134,0.8883266575976333,1.086738811956203,335,3735.0,3.632798671722412,1.7713186740875244,4.480671405792236,3.145794153213501,4.284775257110596,2.9222006797790527,0.24828672705789678,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-3118-100,combined,train,0,256336.0,0.5432934734530107,12.916767635165225,23.774936137314732,8.365192559765308,1.6068753511016791,6.758317208663629,0.9565927736090653,92.02512371526456,1.249408301224384,1.0344827586206897,1.0454545454545454,0.928123272530337,1.188679293905119,805,5254.0,3.380645751953125,1.4651051759719849,4.27475118637085,2.293409585952759,4.027532577514648,2.1573474407196045,0.23776264142230433,312,0,0,0,0,0,0,312,0.01151643805429779,0.0,0.0
007-7338-601,combined,train,0,190105.0,0.8096882694922768,13.935958909610822,17.211511435567054,5.031956024302359,0.8253333684016727,4.206622655900686,1.0718523876195187,94.78260869565217,1.1710783908987792,0.9761870601839528,1.0718523876195187,0.832401850597716,1.1235611682094861,498,2875.0,3.623375654220581,1.5403326749801636,3.3333475589752197,1.6881672143936157,3.3682918548583984,1.6666953563690186,0.19619857446542455,120,120,0,0,2,0,0,0,0.0811479733293661,0.0811479733293661,0.0
007-7638-601,combined,train,0,261735.0,0.46987256838850755,13.413598844593302,28.54731207356301,6.152406059564063,0.7228685502512083,5.429537509312855,1.0228166239135177,91.13684708106831,1.20176079115832,1.030677001764963,1.0228166239135177,0.8651482055780972,1.1725078351906977,344,4231.0,3.3647985458374023,1.5039409399032593,3.859286308288574,2.1712210178375244,3.7867143154144287,2.1064071655273438,0.13313630286397862,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-7865-601,combined,train,0,196555.0,0.7089349154417934,13.932534285878571,19.65276922098851,3.617816896034189,0.7168477016611127,2.900969194373076,,92.57314328582146,1.0143239052658966,1.001553197933168,,0.8378971427292615,0.97606475583751,205,1333.0,3.866919755935669,1.700079321861267,5.327316761016846,2.8599441051483154,4.798788547515869,2.7020716667175293,0.24710627849877237,0,0,0,0,0,0,0,0,0.0,0.0,0.0
007-8463-604,combined,train,0,216148.0,0.4921791311010311,13.413598844593302,27.25348962802702,2.5482539741288375,0.3442085978126099,2.2040453763162278,,83.37028824833703,0.9965127322370276,0.8121582342784159,,0.8801757476599434,0.9603673811454095,109,1804.0,3.417764186859131,1.538432002067566,3.1547577381134033,2.030656337738037,3.1768698692321777,1.9825927019119263,0.1561712846347607,3573,3573,0,0,1,0,0,0,0.12223362187492623,0.12223362187492623,0.0
00cc2b75cddd,combined,train,0,254240.0,0.7170669865675211,12.156881418749704,16.953620298352664,11.471444304594085,0.7178256765261171,10.753618628067967,1.114572549930503,90.60879060879061,1.3447170855201298,1.0524696231684352,1.1524219487438305,0.8318981983366921,1.3180347372457122,1119,7326.0,2.7982017993927,1.1328527927398682,4.033176898956299,1.815725326538086,3.9141085147857666,1.8040403127670288,0.06675201170446234,8,0,0,1,0,0,0,8,0.0009174574959144471,0.0,0.0
0182152c50de,combined,train,0,259741.0,0.49404346932612725,9.959161272411448,20.15847165431757,6.503786464208577,1.3178512441239543,5.185935220084623,0.8986967139510724,90.97932288116337,1.2008574744407292,0.9181960363934569,0.8986967139510724,0.8968389142865211,1.132691947616196,429,4401.0,3.242722988128662,0.984626829624176,3.8255884647369385,1.6599208116531372,3.6847188472747803,1.5503901243209839,0.25412026726057907,0,0,0,0,0,0,0,0,0.0,0.0,0.0
02cd34a85b24,combined,train,0,261108.0,0.8395657373175692,16.193298014441584,19.287707078399272,12.556873018061491,0.607794475849074,11.949078542212417,1.0591690361134243,92.83183996665971,1.4166746801210404,0.9761870601839528,0.9471315229927953,0.7685296445395501,1.4000499100564197,1767,9598.0,2.6699957847595215,1.187650442123413,3.5486621856689453,1.8094128370285034,3.4846606254577637,1.7844349145889282,0.05086538461538462,0,0,0,0,0,0,0,0,0.0,0.0,0.0
050bb1eafa76,combined,train,0,204558.0,0.5247999749881624,9.295217029287414,17.711923537147808,7.541137476901417,0.44046187389395675,7.10067560300746,1.065342768205276,80.53016453382084,1.2446907999520895,1.0135197197007182,1.1220704080532313,0.7388821856213734,1.2269394443727863,597,4376.0,2.538325309753418,0.864242672920227,3.5866620540618896,1.6473075151443481,3.4992852210998535,1.6224617958068848,0.06203098106712565,113,0,0,0,0,0,0,113,0.047384620545636004,0.0,0.0
0709652336e2,combined,train,0,204639.0,0.683811210029374,12.401954465036349,18.13651821312436,7.431623493078055,0.9186909631106485,6.512932529967406,1.077889504360975,87.48597081930416,1.1864297104306003,0.9676172723968438,1.2,0.8022970263806035,1.1773377968435115,494,3564.0,2.9481308460235596,1.196630835533142,4.36764669418335,1.9175164699554443,4.121177673339844,1.8909908533096313,0.1410564225690276,615,109,506,0,1,1,0,0,0.041281706364229495,0.007316595111708968,0.03396511125252053
